Day_number,Country,Confirmed,Deaths,Recovered,Death_rate,Recovery_rate
15,Australia,14,0,2,0.0,0.14285714285714285
15,Austria,0,0,0,nan,nan
15,Azerbaijan,0,0,0,nan,nan
15,Bahamas,0,0,0,nan,nan
15,Bahrain,0,0,0,nan,nan
15,Bangladesh,0,0,0,nan,nan
15,Barbados,0,0,0,nan,nan
15,Belarus,0,0,0,nan,nan
15,Belgium,1,0,0,0.0,0.0
15,Belize,0,0,0,nan,nan
15,Benin,0,0,0,nan,nan
15,Bhutan,0,0,0,nan,nan
15,Bolivia,0,0,0,nan,nan
15,Bosnia and Herzegovina,0,0,0,nan,nan
15,Botswana,0,0,0,nan,nan
15,Brazil,0,0,0,nan,nan
15,Brunei,0,0,0,nan,nan
15,Bulgaria,0,0,0,nan,nan
15,Burkina Faso,0,0,0,nan,nan
15,Burma,0,0,0,nan,nan
15,Burundi,0,0,0,nan,nan
15,Cabo Verde,0,0,0,nan,nan
15,Cambodia,1,0,0,0.0,0.0
15,Cameroon,0,0,0,nan,nan
15,Canada,5,0,0,0.0,0.0
15,Central African Republic,0,0,0,nan,nan
15,Chad,0,0,0,nan,nan
15,Chile,0,0,0,nan,nan
15,China,30587,633,1477,0.020695066531533003,0.04828848857357701
15,Colombia,0,0,0,nan,nan
15,Congo (Brazzaville),0,0,0,nan,nan
15,Congo (Kinshasa),0,0,0,nan,nan
15,Costa Rica,0,0,0,nan,nan
15,Cote d'Ivoire,0,0,0,nan,nan
15,Croatia,0,0,0,nan,nan
15,Cuba,0,0,0,nan,nan
15,Cyprus,0,0,0,nan,nan
15,Czechia,0,0,0,nan,nan
15,Denmark,0,0,0,nan,nan
15,Diamond Princess,0,0,0,nan,nan
15,Djibouti,0,0,0,nan,nan
15,Dominica,0,0,0,nan,nan
15,Dominican Republic,0,0,0,nan,nan
15,Ecuador,0,0,0,nan,nan
15,Egypt,0,0,0,nan,nan
15,El Salvador,0,0,0,nan,nan
15,Equatorial Guinea,0,0,0,nan,nan
15,Eritrea,0,0,0,nan,nan
15,Estonia,0,0,0,nan,nan
15,Eswatini,0,0,0,nan,nan
15,Ethiopia,0,0,0,nan,nan
15,Fiji,0,0,0,nan,nan
15,Finland,1,0,0,0.0,0.0
15,France,6,0,0,0.0,0.0
15,Gabon,0,0,0,nan,nan
15,Gambia,0,0,0,nan,nan
15,Georgia,0,0,0,nan,nan
15,Germany,12,0,0,0.0,0.0
15,Ghana,0,0,0,nan,nan
15,Greece,0,0,0,nan,nan
15,Grenada,0,0,0,nan,nan
15,Guatemala,0,0,0,nan,nan
15,Guinea,0,0,0,nan,nan
15,Guinea-Bissau,0,0,0,nan,nan
15,Guyana,0,0,0,nan,nan
15,Haiti,0,0,0,nan,nan
15,Holy See,0,0,0,nan,nan
15,Honduras,0,0,0,nan,nan
15,Hungary,0,0,0,nan,nan
15,Iceland,0,0,0,nan,nan
15,India,3,0,0,0.0,0.0
15,Indonesia,0,0,0,nan,nan
15,Iran,0,0,0,nan,nan
15,Iraq,0,0,0,nan,nan
15,Ireland,0,0,0,nan,nan
15,Israel,0,0,0,nan,nan
15,Italy,2,0,0,0.0,0.0
15,Jamaica,0,0,0,nan,nan
15,Japan,22,0,1,0.0,0.045454545454545456
15,Jordan,0,0,0,nan,nan
15,Kazakhstan,0,0,0,nan,nan
15,Kenya,0,0,0,nan,nan
15,Kosovo,0,0,0,nan,nan
15,Kuwait,0,0,0,nan,nan
15,Kyrgyzstan,0,0,0,nan,nan
15,Laos,0,0,0,nan,nan
15,Latvia,0,0,0,nan,nan
15,Lebanon,0,0,0,nan,nan
15,Liberia,0,0,0,nan,nan
15,Libya,0,0,0,nan,nan
15,Liechtenstein,0,0,0,nan,nan
15,Lithuania,0,0,0,nan,nan
15,Luxembourg,0,0,0,nan,nan
15,MS Zaandam,0,0,0,nan,nan
15,Madagascar,0,0,0,nan,nan
15,Malawi,0,0,0,nan,nan
15,Malaysia,12,0,0,0.0,0.0
15,Maldives,0,0,0,nan,nan
15,Mali,0,0,0,nan,nan
15,Malta,0,0,0,nan,nan
15,Mauritania,0,0,0,nan,nan
15,Mauritius,0,0,0,nan,nan
15,Mexico,0,0,0,nan,nan
15,Moldova,0,0,0,nan,nan
15,Monaco,0,0,0,nan,nan
15,Mongolia,0,0,0,nan,nan
15,Montenegro,0,0,0,nan,nan
15,Morocco,0,0,0,nan,nan
15,Mozambique,0,0,0,nan,nan
15,Namibia,0,0,0,nan,nan
15,Nepal,1,0,0,0.0,0.0
15,Netherlands,0,0,0,nan,nan
15,New Zealand,0,0,0,nan,nan
15,Nicaragua,0,0,0,nan,nan
15,Niger,0,0,0,nan,nan
15,Nigeria,0,0,0,nan,nan
15,North Macedonia,0,0,0,nan,nan
15,Norway,0,0,0,nan,nan
15,Oman,0,0,0,nan,nan
15,Pakistan,0,0,0,nan,nan
15,Panama,0,0,0,nan,nan
15,Papua New Guinea,0,0,0,nan,nan
15,Paraguay,0,0,0,nan,nan
15,Peru,0,0,0,nan,nan
15,Philippines,2,1,0,0.5,0.0
15,Poland,0,0,0,nan,nan
15,Portugal,0,0,0,nan,nan
15,Qatar,0,0,0,nan,nan
15,Romania,0,0,0,nan,nan
15,Russia,2,0,0,0.0,0.0
15,Rwanda,0,0,0,nan,nan
15,Saint Kitts and Nevis,0,0,0,nan,nan
15,Saint Lucia,0,0,0,nan,nan
15,Saint Vincent and the Grenadines,0,0,0,nan,nan
15,San Marino,0,0,0,nan,nan
15,Sao Tome and Principe,0,0,0,nan,nan
15,Saudi Arabia,0,0,0,nan,nan
15,Senegal,0,0,0,nan,nan
15,Serbia,0,0,0,nan,nan
15,Seychelles,0,0,0,nan,nan
15,Sierra Leone,0,0,0,nan,nan
15,Singapore,28,0,0,0.0,0.0
15,Slovakia,0,0,0,nan,nan
15,Slovenia,0,0,0,nan,nan
15,Somalia,0,0,0,nan,nan
15,South Africa,0,0,0,nan,nan
15,South Korea,23,0,0,0.0,0.0
15,South Sudan,0,0,0,nan,nan
15,Spain,1,0,0,0.0,0.0
15,Sri Lanka,1,0,0,0.0,0.0
15,Sudan,0,0,0,nan,nan
15,Suriname,0,0,0,nan,nan
15,Sweden,1,0,0,0.0,0.0
15,Switzerland,0,0,0,nan,nan
15,Syria,0,0,0,nan,nan
15,Taiwan*,16,0,1,0.0,0.0625
15,Tanzania,0,0,0,nan,nan
15,Thailand,25,0,5,0.0,0.2
15,Timor-Leste,0,0,0,nan,nan
15,Togo,0,0,0,nan,nan
15,Trinidad and Tobago,0,0,0,nan,nan
15,Tunisia,0,0,0,nan,nan
15,Turkey,0,0,0,nan,nan
15,US,11,0,0,0.0,0.0
15,Uganda,0,0,0,nan,nan
15,Ukraine,0,0,0,nan,nan
15,United Arab Emirates,5,0,0,0.0,0.0
15,United Kingdom,2,0,0,0.0,0.0
15,Uruguay,0,0,0,nan,nan
15,Uzbekistan,0,0,0,nan,nan
15,Venezuela,0,0,0,nan,nan
15,Vietnam,10,0,1,0.0,0.1
15,West Bank and Gaza,0,0,0,nan,nan
15,Western Sahara,0,0,0,nan,nan
15,Yemen,0,0,0,nan,nan
15,Zambia,0,0,0,nan,nan
15,Zimbabwe,0,0,0,nan,nan
16,Afghanistan,0,0,0,nan,nan
16,Albania,0,0,0,nan,nan
16,Algeria,0,0,0,nan,nan
16,Andorra,0,0,0,nan,nan
16,Angola,0,0,0,nan,nan
16,Antigua and Barbuda,0,0,0,nan,nan
16,Argentina,0,0,0,nan,nan
16,Armenia,0,0,0,nan,nan
16,Australia,15,0,2,0.0,0.13333333333333333
16,Austria,0,0,0,nan,nan
16,Azerbaijan,0,0,0,nan,nan
16,Bahamas,0,0,0,nan,nan
16,Bahrain,0,0,0,nan,nan
16,Bangladesh,0,0,0,nan,nan
16,Barbados,0,0,0,nan,nan
16,Belarus,0,0,0,nan,nan
16,Belgium,1,0,0,0.0,0.0
16,Belize,0,0,0,nan,nan
16,Benin,0,0,0,nan,nan
16,Bhutan,0,0,0,nan,nan
16,Bolivia,0,0,0,nan,nan
16,Bosnia and Herzegovina,0,0,0,nan,nan
16,Botswana,0,0,0,nan,nan
16,Brazil,0,0,0,nan,nan
16,Brunei,0,0,0,nan,nan
16,Bulgaria,0,0,0,nan,nan
16,Burkina Faso,0,0,0,nan,nan
16,Burma,0,0,0,nan,nan
16,Burundi,0,0,0,nan,nan
16,Cabo Verde,0,0,0,nan,nan
16,Cambodia,1,0,0,0.0,0.0
16,Cameroon,0,0,0,nan,nan
16,Canada,7,0,0,0.0,0.0
16,Central African Republic,0,0,0,nan,nan
16,Chad,0,0,0,nan,nan
16,Chile,0,0,0,nan,nan
16,China,34110,718,1999,0.021049545587804162,0.05860451480504251
16,Colombia,0,0,0,nan,nan
16,Congo (Brazzaville),0,0,0,nan,nan
16,Congo (Kinshasa),0,0,0,nan,nan
16,Costa Rica,0,0,0,nan,nan
16,Cote d'Ivoire,0,0,0,nan,nan
16,Croatia,0,0,0,nan,nan
16,Cuba,0,0,0,nan,nan
16,Cyprus,0,0,0,nan,nan
16,Czechia,0,0,0,nan,nan
16,Denmark,0,0,0,nan,nan
16,Diamond Princess,61,0,0,0.0,0.0
16,Djibouti,0,0,0,nan,nan
16,Dominica,0,0,0,nan,nan
16,Dominican Republic,0,0,0,nan,nan
16,Ecuador,0,0,0,nan,nan
16,Egypt,0,0,0,nan,nan
16,El Salvador,0,0,0,nan,nan
16,Equatorial Guinea,0,0,0,nan,nan
16,Eritrea,0,0,0,nan,nan
16,Estonia,0,0,0,nan,nan
16,Eswatini,0,0,0,nan,nan
16,Ethiopia,0,0,0,nan,nan
16,Fiji,0,0,0,nan,nan
16,Finland,1,0,0,0.0,0.0
16,France,6,0,0,0.0,0.0
16,Gabon,0,0,0,nan,nan
16,Gambia,0,0,0,nan,nan
16,Georgia,0,0,0,nan,nan
16,Germany,13,0,0,0.0,0.0
16,Ghana,0,0,0,nan,nan
16,Greece,0,0,0,nan,nan
16,Grenada,0,0,0,nan,nan
16,Guatemala,0,0,0,nan,nan
16,Guinea,0,0,0,nan,nan
16,Guinea-Bissau,0,0,0,nan,nan
16,Guyana,0,0,0,nan,nan
16,Haiti,0,0,0,nan,nan
16,Holy See,0,0,0,nan,nan
16,Honduras,0,0,0,nan,nan
16,Hungary,0,0,0,nan,nan
16,Iceland,0,0,0,nan,nan
16,India,3,0,0,0.0,0.0
16,Indonesia,0,0,0,nan,nan
16,Iran,0,0,0,nan,nan
16,Iraq,0,0,0,nan,nan
16,Ireland,0,0,0,nan,nan
16,Israel,0,0,0,nan,nan
16,Italy,3,0,0,0.0,0.0
16,Jamaica,0,0,0,nan,nan
16,Japan,25,0,1,0.0,0.04
16,Jordan,0,0,0,nan,nan
16,Kazakhstan,0,0,0,nan,nan
16,Kenya,0,0,0,nan,nan
16,Kosovo,0,0,0,nan,nan
16,Kuwait,0,0,0,nan,nan
16,Kyrgyzstan,0,0,0,nan,nan
16,Laos,0,0,0,nan,nan
16,Latvia,0,0,0,nan,nan
16,Lebanon,0,0,0,nan,nan
16,Liberia,0,0,0,nan,nan
16,Libya,0,0,0,nan,nan
16,Liechtenstein,0,0,0,nan,nan
16,Lithuania,0,0,0,nan,nan
16,Luxembourg,0,0,0,nan,nan
16,MS Zaandam,0,0,0,nan,nan
16,Madagascar,0,0,0,nan,nan
16,Malawi,0,0,0,nan,nan
16,Malaysia,12,0,1,0.0,0.08333333333333333
16,Maldives,0,0,0,nan,nan
16,Mali,0,0,0,nan,nan
16,Malta,0,0,0,nan,nan
16,Mauritania,0,0,0,nan,nan
16,Mauritius,0,0,0,nan,nan
16,Mexico,0,0,0,nan,nan
16,Moldova,0,0,0,nan,nan
16,Monaco,0,0,0,nan,nan
16,Mongolia,0,0,0,nan,nan
16,Montenegro,0,0,0,nan,nan
16,Morocco,0,0,0,nan,nan
16,Mozambique,0,0,0,nan,nan
16,Namibia,0,0,0,nan,nan
16,Nepal,1,0,0,0.0,0.0
16,Netherlands,0,0,0,nan,nan
16,New Zealand,0,0,0,nan,nan
16,Nicaragua,0,0,0,nan,nan
16,Niger,0,0,0,nan,nan
16,Nigeria,0,0,0,nan,nan
16,North Macedonia,0,0,0,nan,nan
16,Norway,0,0,0,nan,nan
16,Oman,0,0,0,nan,nan
16,Pakistan,0,0,0,nan,nan
16,Panama,0,0,0,nan,nan
16,Papua New Guinea,0,0,0,nan,nan
16,Paraguay,0,0,0,nan,nan
16,Peru,0,0,0,nan,nan
16,Philippines,3,1,0,0.3333333333333333,0.0
16,Poland,0,0,0,nan,nan
16,Portugal,0,0,0,nan,nan
16,Qatar,0,0,0,nan,nan
16,Romania,0,0,0,nan,nan
16,Russia,2,0,0,0.0,0.0
16,Rwanda,0,0,0,nan,nan
16,Saint Kitts and Nevis,0,0,0,nan,nan
16,Saint Lucia,0,0,0,nan,nan
16,Saint Vincent and the Grenadines,0,0,0,nan,nan
16,San Marino,0,0,0,nan,nan
16,Sao Tome and Principe,0,0,0,nan,nan
16,Saudi Arabia,0,0,0,nan,nan
16,Senegal,0,0,0,nan,nan
16,Serbia,0,0,0,nan,nan
16,Seychelles,0,0,0,nan,nan
16,Sierra Leone,0,0,0,nan,nan
16,Singapore,30,0,0,0.0,0.0
16,Slovakia,0,0,0,nan,nan
16,Slovenia,0,0,0,nan,nan
16,Somalia,0,0,0,nan,nan
16,South Africa,0,0,0,nan,nan
16,South Korea,24,0,1,0.0,0.041666666666666664
16,South Sudan,0,0,0,nan,nan
16,Spain,1,0,0,0.0,0.0
16,Sri Lanka,1,0,0,0.0,0.0
16,Sudan,0,0,0,nan,nan
16,Suriname,0,0,0,nan,nan
16,Sweden,1,0,0,0.0,0.0
16,Switzerland,0,0,0,nan,nan
16,Syria,0,0,0,nan,nan
16,Taiwan*,16,0,1,0.0,0.0625
16,Tanzania,0,0,0,nan,nan
16,Thailand,25,0,5,0.0,0.2
16,Timor-Leste,0,0,0,nan,nan
16,Togo,0,0,0,nan,nan
16,Trinidad and Tobago,0,0,0,nan,nan
16,Tunisia,0,0,0,nan,nan
16,Turkey,0,0,0,nan,nan
16,US,11,0,0,0.0,0.0
16,Uganda,0,0,0,nan,nan
16,Ukraine,0,0,0,nan,nan
16,United Arab Emirates,5,0,0,0.0,0.0
16,United Kingdom,3,0,0,0.0,0.0
16,Uruguay,0,0,0,nan,nan
16,Uzbekistan,0,0,0,nan,nan
16,Venezuela,0,0,0,nan,nan
16,Vietnam,10,0,1,0.0,0.1
16,West Bank and Gaza,0,0,0,nan,nan
16,Western Sahara,0,0,0,nan,nan
16,Yemen,0,0,0,nan,nan
16,Zambia,0,0,0,nan,nan
16,Zimbabwe,0,0,0,nan,nan
17,Afghanistan,0,0,0,nan,nan
17,Albania,0,0,0,nan,nan
17,Algeria,0,0,0,nan,nan
17,Andorra,0,0,0,nan,nan
17,Angola,0,0,0,nan,nan
17,Antigua and Barbuda,0,0,0,nan,nan
17,Argentina,0,0,0,nan,nan
17,Armenia,0,0,0,nan,nan
17,Australia,15,0,2,0.0,0.13333333333333333
17,Austria,0,0,0,nan,nan
17,Azerbaijan,0,0,0,nan,nan
17,Bahamas,0,0,0,nan,nan
17,Bahrain,0,0,0,nan,nan
17,Bangladesh,0,0,0,nan,nan
17,Barbados,0,0,0,nan,nan
17,Belarus,0,0,0,nan,nan
17,Belgium,1,0,0,0.0,0.0
17,Belize,0,0,0,nan,nan
17,Benin,0,0,0,nan,nan
17,Bhutan,0,0,0,nan,nan
17,Bolivia,0,0,0,nan,nan
17,Bosnia and Herzegovina,0,0,0,nan,nan
17,Botswana,0,0,0,nan,nan
17,Brazil,0,0,0,nan,nan
17,Brunei,0,0,0,nan,nan
17,Bulgaria,0,0,0,nan,nan
17,Burkina Faso,0,0,0,nan,nan
17,Burma,0,0,0,nan,nan
17,Burundi,0,0,0,nan,nan
17,Cabo Verde,0,0,0,nan,nan
17,Cambodia,1,0,0,0.0,0.0
17,Cameroon,0,0,0,nan,nan
17,Canada,7,0,0,0.0,0.0
17,Central African Republic,0,0,0,nan,nan
17,Chad,0,0,0,nan,nan
17,Chile,0,0,0,nan,nan
17,China,36814,805,2596,0.02186668115390884,0.07051665127397186
17,Colombia,0,0,0,nan,nan
17,Congo (Brazzaville),0,0,0,nan,nan
17,Congo (Kinshasa),0,0,0,nan,nan
17,Costa Rica,0,0,0,nan,nan
17,Cote d'Ivoire,0,0,0,nan,nan
17,Croatia,0,0,0,nan,nan
17,Cuba,0,0,0,nan,nan
17,Cyprus,0,0,0,nan,nan
17,Czechia,0,0,0,nan,nan
17,Denmark,0,0,0,nan,nan
17,Diamond Princess,61,0,0,0.0,0.0
17,Djibouti,0,0,0,nan,nan
17,Dominica,0,0,0,nan,nan
17,Dominican Republic,0,0,0,nan,nan
17,Ecuador,0,0,0,nan,nan
17,Egypt,0,0,0,nan,nan
17,El Salvador,0,0,0,nan,nan
17,Equatorial Guinea,0,0,0,nan,nan
17,Eritrea,0,0,0,nan,nan
17,Estonia,0,0,0,nan,nan
17,Eswatini,0,0,0,nan,nan
17,Ethiopia,0,0,0,nan,nan
17,Fiji,0,0,0,nan,nan
17,Finland,1,0,0,0.0,0.0
17,France,11,0,0,0.0,0.0
17,Gabon,0,0,0,nan,nan
17,Gambia,0,0,0,nan,nan
17,Georgia,0,0,0,nan,nan
17,Germany,13,0,0,0.0,0.0
17,Ghana,0,0,0,nan,nan
17,Greece,0,0,0,nan,nan
17,Grenada,0,0,0,nan,nan
17,Guatemala,0,0,0,nan,nan
17,Guinea,0,0,0,nan,nan
17,Guinea-Bissau,0,0,0,nan,nan
17,Guyana,0,0,0,nan,nan
17,Haiti,0,0,0,nan,nan
17,Holy See,0,0,0,nan,nan
17,Honduras,0,0,0,nan,nan
17,Hungary,0,0,0,nan,nan
17,Iceland,0,0,0,nan,nan
17,India,3,0,0,0.0,0.0
17,Indonesia,0,0,0,nan,nan
17,Iran,0,0,0,nan,nan
17,Iraq,0,0,0,nan,nan
17,Ireland,0,0,0,nan,nan
17,Israel,0,0,0,nan,nan
17,Italy,3,0,0,0.0,0.0
17,Jamaica,0,0,0,nan,nan
17,Japan,25,0,1,0.0,0.04
17,Jordan,0,0,0,nan,nan
17,Kazakhstan,0,0,0,nan,nan
17,Kenya,0,0,0,nan,nan
17,Kosovo,0,0,0,nan,nan
17,Kuwait,0,0,0,nan,nan
17,Kyrgyzstan,0,0,0,nan,nan
17,Laos,0,0,0,nan,nan
17,Latvia,0,0,0,nan,nan
17,Lebanon,0,0,0,nan,nan
17,Liberia,0,0,0,nan,nan
17,Libya,0,0,0,nan,nan
17,Liechtenstein,0,0,0,nan,nan
17,Lithuania,0,0,0,nan,nan
17,Luxembourg,0,0,0,nan,nan
17,MS Zaandam,0,0,0,nan,nan
17,Madagascar,0,0,0,nan,nan
17,Malawi,0,0,0,nan,nan
17,Malaysia,16,0,1,0.0,0.0625
17,Maldives,0,0,0,nan,nan
17,Mali,0,0,0,nan,nan
17,Malta,0,0,0,nan,nan
17,Mauritania,0,0,0,nan,nan
17,Mauritius,0,0,0,nan,nan
17,Mexico,0,0,0,nan,nan
17,Moldova,0,0,0,nan,nan
17,Monaco,0,0,0,nan,nan
17,Mongolia,0,0,0,nan,nan
17,Montenegro,0,0,0,nan,nan
17,Morocco,0,0,0,nan,nan
17,Mozambique,0,0,0,nan,nan
17,Namibia,0,0,0,nan,nan
17,Nepal,1,0,0,0.0,0.0
17,Netherlands,0,0,0,nan,nan
17,New Zealand,0,0,0,nan,nan
17,Nicaragua,0,0,0,nan,nan
17,Niger,0,0,0,nan,nan
17,Nigeria,0,0,0,nan,nan
17,North Macedonia,0,0,0,nan,nan
17,Norway,0,0,0,nan,nan
17,Oman,0,0,0,nan,nan
17,Pakistan,0,0,0,nan,nan
17,Panama,0,0,0,nan,nan
17,Papua New Guinea,0,0,0,nan,nan
17,Paraguay,0,0,0,nan,nan
17,Peru,0,0,0,nan,nan
17,Philippines,3,1,0,0.3333333333333333,0.0
17,Poland,0,0,0,nan,nan
17,Portugal,0,0,0,nan,nan
17,Qatar,0,0,0,nan,nan
17,Romania,0,0,0,nan,nan
17,Russia,2,0,0,0.0,0.0
17,Rwanda,0,0,0,nan,nan
17,Saint Kitts and Nevis,0,0,0,nan,nan
17,Saint Lucia,0,0,0,nan,nan
17,Saint Vincent and the Grenadines,0,0,0,nan,nan
17,San Marino,0,0,0,nan,nan
17,Sao Tome and Principe,0,0,0,nan,nan
17,Saudi Arabia,0,0,0,nan,nan
17,Senegal,0,0,0,nan,nan
17,Serbia,0,0,0,nan,nan
17,Seychelles,0,0,0,nan,nan
17,Sierra Leone,0,0,0,nan,nan
17,Singapore,33,0,2,0.0,0.06060606060606061
17,Slovakia,0,0,0,nan,nan
17,Slovenia,0,0,0,nan,nan
17,Somalia,0,0,0,nan,nan
17,South Africa,0,0,0,nan,nan
17,South Korea,24,0,1,0.0,0.041666666666666664
17,South Sudan,0,0,0,nan,nan
17,Spain,1,0,0,0.0,0.0
17,Sri Lanka,1,0,1,0.0,1.0
17,Sudan,0,0,0,nan,nan
17,Suriname,0,0,0,nan,nan
17,Sweden,1,0,0,0.0,0.0
17,Switzerland,0,0,0,nan,nan
17,Syria,0,0,0,nan,nan
17,Taiwan*,17,0,1,0.0,0.058823529411764705
17,Tanzania,0,0,0,nan,nan
17,Thailand,32,0,10,0.0,0.3125
17,Timor-Leste,0,0,0,nan,nan
17,Togo,0,0,0,nan,nan
17,Trinidad and Tobago,0,0,0,nan,nan
17,Tunisia,0,0,0,nan,nan
17,Turkey,0,0,0,nan,nan
17,US,11,0,0,0.0,0.0
17,Uganda,0,0,0,nan,nan
17,Ukraine,0,0,0,nan,nan
17,United Arab Emirates,7,0,0,0.0,0.0
17,United Kingdom,3,0,0,0.0,0.0
17,Uruguay,0,0,0,nan,nan
17,Uzbekistan,0,0,0,nan,nan
17,Venezuela,0,0,0,nan,nan
17,Vietnam,13,0,1,0.0,0.07692307692307693
17,West Bank and Gaza,0,0,0,nan,nan
17,Western Sahara,0,0,0,nan,nan
17,Yemen,0,0,0,nan,nan
17,Zambia,0,0,0,nan,nan
17,Zimbabwe,0,0,0,nan,nan
18,Afghanistan,0,0,0,nan,nan
18,Albania,0,0,0,nan,nan
18,Algeria,0,0,0,nan,nan
18,Andorra,0,0,0,nan,nan
18,Angola,0,0,0,nan,nan
18,Antigua and Barbuda,0,0,0,nan,nan
18,Argentina,0,0,0,nan,nan
18,Armenia,0,0,0,nan,nan
18,Australia,15,0,2,0.0,0.13333333333333333
18,Austria,0,0,0,nan,nan
18,Azerbaijan,0,0,0,nan,nan
18,Bahamas,0,0,0,nan,nan
18,Bahrain,0,0,0,nan,nan
18,Bangladesh,0,0,0,nan,nan
18,Barbados,0,0,0,nan,nan
18,Belarus,0,0,0,nan,nan
18,Belgium,1,0,0,0.0,0.0
18,Belize,0,0,0,nan,nan
18,Benin,0,0,0,nan,nan
18,Bhutan,0,0,0,nan,nan
18,Bolivia,0,0,0,nan,nan
18,Bosnia and Herzegovina,0,0,0,nan,nan
18,Botswana,0,0,0,nan,nan
18,Brazil,0,0,0,nan,nan
18,Brunei,0,0,0,nan,nan
18,Bulgaria,0,0,0,nan,nan
18,Burkina Faso,0,0,0,nan,nan
18,Burma,0,0,0,nan,nan
18,Burundi,0,0,0,nan,nan
18,Cabo Verde,0,0,0,nan,nan
18,Cambodia,1,0,0,0.0,0.0
18,Cameroon,0,0,0,nan,nan
18,Canada,7,0,0,0.0,0.0
18,Central African Republic,0,0,0,nan,nan
18,Chad,0,0,0,nan,nan
18,Chile,0,0,0,nan,nan
18,China,39829,905,3219,0.0227221371362575,0.08082050767029049
18,Colombia,0,0,0,nan,nan
18,Congo (Brazzaville),0,0,0,nan,nan
18,Congo (Kinshasa),0,0,0,nan,nan
18,Costa Rica,0,0,0,nan,nan
18,Cote d'Ivoire,0,0,0,nan,nan
18,Croatia,0,0,0,nan,nan
18,Cuba,0,0,0,nan,nan
18,Cyprus,0,0,0,nan,nan
18,Czechia,0,0,0,nan,nan
18,Denmark,0,0,0,nan,nan
18,Diamond Princess,64,0,0,0.0,0.0
18,Djibouti,0,0,0,nan,nan
18,Dominica,0,0,0,nan,nan
18,Dominican Republic,0,0,0,nan,nan
18,Ecuador,0,0,0,nan,nan
18,Egypt,0,0,0,nan,nan
18,El Salvador,0,0,0,nan,nan
18,Equatorial Guinea,0,0,0,nan,nan
18,Eritrea,0,0,0,nan,nan
18,Estonia,0,0,0,nan,nan
18,Eswatini,0,0,0,nan,nan
18,Ethiopia,0,0,0,nan,nan
18,Fiji,0,0,0,nan,nan
18,Finland,1,0,0,0.0,0.0
18,France,11,0,0,0.0,0.0
18,Gabon,0,0,0,nan,nan
18,Gambia,0,0,0,nan,nan
18,Georgia,0,0,0,nan,nan
18,Germany,14,0,0,0.0,0.0
18,Ghana,0,0,0,nan,nan
18,Greece,0,0,0,nan,nan
18,Grenada,0,0,0,nan,nan
18,Guatemala,0,0,0,nan,nan
18,Guinea,0,0,0,nan,nan
18,Guinea-Bissau,0,0,0,nan,nan
18,Guyana,0,0,0,nan,nan
18,Haiti,0,0,0,nan,nan
18,Holy See,0,0,0,nan,nan
18,Honduras,0,0,0,nan,nan
18,Hungary,0,0,0,nan,nan
18,Iceland,0,0,0,nan,nan
18,India,3,0,0,0.0,0.0
18,Indonesia,0,0,0,nan,nan
18,Iran,0,0,0,nan,nan
18,Iraq,0,0,0,nan,nan
18,Ireland,0,0,0,nan,nan
18,Israel,0,0,0,nan,nan
18,Italy,3,0,0,0.0,0.0
18,Jamaica,0,0,0,nan,nan
18,Japan,26,0,1,0.0,0.038461538461538464
18,Jordan,0,0,0,nan,nan
18,Kazakhstan,0,0,0,nan,nan
18,Kenya,0,0,0,nan,nan
18,Kosovo,0,0,0,nan,nan
18,Kuwait,0,0,0,nan,nan
18,Kyrgyzstan,0,0,0,nan,nan
18,Laos,0,0,0,nan,nan
18,Latvia,0,0,0,nan,nan
18,Lebanon,0,0,0,nan,nan
18,Liberia,0,0,0,nan,nan
18,Libya,0,0,0,nan,nan
18,Liechtenstein,0,0,0,nan,nan
18,Lithuania,0,0,0,nan,nan
18,Luxembourg,0,0,0,nan,nan
18,MS Zaandam,0,0,0,nan,nan
18,Madagascar,0,0,0,nan,nan
18,Malawi,0,0,0,nan,nan
18,Malaysia,16,0,1,0.0,0.0625
18,Maldives,0,0,0,nan,nan
18,Mali,0,0,0,nan,nan
18,Malta,0,0,0,nan,nan
18,Mauritania,0,0,0,nan,nan
18,Mauritius,0,0,0,nan,nan
18,Mexico,0,0,0,nan,nan
18,Moldova,0,0,0,nan,nan
18,Monaco,0,0,0,nan,nan
18,Mongolia,0,0,0,nan,nan
18,Montenegro,0,0,0,nan,nan
18,Morocco,0,0,0,nan,nan
18,Mozambique,0,0,0,nan,nan
18,Namibia,0,0,0,nan,nan
18,Nepal,1,0,0,0.0,0.0
18,Netherlands,0,0,0,nan,nan
18,New Zealand,0,0,0,nan,nan
18,Nicaragua,0,0,0,nan,nan
18,Niger,0,0,0,nan,nan
18,Nigeria,0,0,0,nan,nan
18,North Macedonia,0,0,0,nan,nan
18,Norway,0,0,0,nan,nan
18,Oman,0,0,0,nan,nan
18,Pakistan,0,0,0,nan,nan
18,Panama,0,0,0,nan,nan
18,Papua New Guinea,0,0,0,nan,nan
18,Paraguay,0,0,0,nan,nan
18,Peru,0,0,0,nan,nan
18,Philippines,3,1,0,0.3333333333333333,0.0
18,Poland,0,0,0,nan,nan
18,Portugal,0,0,0,nan,nan
18,Qatar,0,0,0,nan,nan
18,Romania,0,0,0,nan,nan
18,Russia,2,0,0,0.0,0.0
18,Rwanda,0,0,0,nan,nan
18,Saint Kitts and Nevis,0,0,0,nan,nan
18,Saint Lucia,0,0,0,nan,nan
