"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","EST","Estonia","2008","2008",49.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","EST","Estonia","2010","2010",48.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","EST","Estonia","2012","2012",48.9,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","EST","Estonia","2014","2014",52,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","EST","Estonia","2016","2016",51.7,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","EST","Estonia","2018","2018",50.7,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","IDN","Indonesia","2014","2014",25,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISR","Israel","2002","2002",43.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISR","Israel","2004","2004",44.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISR","Israel","2006","2006",44.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISR","Israel","2008","2008",47.7,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISR","Israel","2010","2010",49.8,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISR","Israel","2013","2013",51.8,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISR","Israel","2014","2014",54.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISR","Israel","2016","2016",53.1,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ISR","Israel","2017","2017",50.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","RUS","Russia","2005","2005",47.7,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","SVN","Slovenia","2007","2007",55.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","SVN","Slovenia","2014","2014",55.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","LVA","Latvia","2000","2000",43,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","LVA","Latvia","2002","2002",40.8,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","LVA","Latvia","2004","2004",42.8,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","LVA","Latvia","2006","2006",45.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","LVA","Latvia","2008","2008",48.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","LVA","Latvia","2010","2010",45.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","LVA","Latvia","2012","2012",49.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","LVA","Latvia","2014","2014",52,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","LTU","Lithuania","2005","2005",48.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","LTU","Lithuania","2014","2014",53.3,,
