"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2000","2000",4.26,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2001","2001",4.19,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2002","2002",4.26,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2003","2003",4.1,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2004","2004",3.93,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2005","2005",3.8,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2006","2006",3.72,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2007","2007",3.6,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2008","2008",3.51,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2009","2009",3.44,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2010","2010",3.44,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2011","2011",3.07,"B; D","Break; Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2013","2013",3,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2014","2014",2.62,"B","Break"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2015","2015",2.46,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2016","2016",2.52,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2017","2017",2.54,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DNK","Denmark","2018","2018",2.42,"E","Estimated value"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2000","2000",3.93,"B","Break"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2001","2001",3.87,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2002","2002",3.83,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2003","2003",3.81,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2004","2004",3.78,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2005","2005",3.72,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2006","2006",3.64,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2007","2007",3.57,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2008","2008",3.5,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2009","2009",3.41,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2010","2010",3.38,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2011","2011",3.3,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2012","2012",3.25,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2013","2013",3.12,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2014","2014",3.09,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2015","2015",3.05,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2016","2016",2.94,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2017","2017",2.8,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2000","2000",4.06,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2001","2001",3.95,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2002","2002",3.9,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2003","2003",3.81,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2004","2004",3.74,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2005","2005",3.69,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2006","2006",3.62,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2007","2007",3.58,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2008","2008",3.52,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2009","2009",3.49,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2010","2010",3.46,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2011","2011",3.43,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2012","2012",3.39,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2013","2013",3.34,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2014","2014",3.27,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2015","2015",3.21,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2016","2016",3.15,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","FRA","France","2017","2017",3.09,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2000","2000",6.81,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2001","2001",6.71,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2002","2002",6.63,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2003","2003",6.57,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2004","2004",6.44,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2005","2005",6.35,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2006","2006",6.2,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2007","2007",6.16,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2008","2008",6.13,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2009","2009",6.15,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2010","2010",6.15,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2011","2011",6.25,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2012","2012",6.24,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2013","2013",6.21,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2014","2014",6.18,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2015","2015",6.11,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2016","2016",6.06,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","DEU","Germany","2017","2017",6.02,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2000","2000",3.78,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2001","2001",3.87,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2002","2002",3.82,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2003","2003",3.85,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2004","2004",3.83,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2005","2005",3.9,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2006","2006",3.99,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2007","2007",4,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2008","2008",4.01,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2009","2009",4.12,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2010","2010",3.66,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2011","2011",3.67,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2012","2012",3.66,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2013","2013",3.52,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2014","2014",3.5,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2015","2015",3.6,"B","Break"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2016","2016",3.57,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","GRC","Greece","2017","2017",3.6,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2000","2000",6.19,"E","Estimated value"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2001","2001",6.01,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2002","2002",5.98,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2003","2003",5.96,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2004","2004",5.93,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2005","2005",5.94,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2006","2006",5.94,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2007","2007",4.47,"B","Break"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2008","2008",4.43,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2009","2009",4.44,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2010","2010",4.45,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2011","2011",4.46,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2012","2012",4.29,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2013","2013",4.3,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2014","2014",4.28,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2015","2015",4.26,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2016","2016",4.28,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","HUN","Hungary","2017","2017",4.27,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2007","2007",3.35,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2008","2008",3.09,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2009","2009",2.99,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2010","2010",2.95,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2011","2011",2.67,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2012","2012",2.71,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2013","2013",2.67,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2014","2014",2.64,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2015","2015",2.62,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2016","2016",2.61,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2017","2017",2.51,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2018","2018",2.37,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2000","2000",2.79,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2001","2001",2.74,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2002","2002",2.81,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2003","2003",2.8,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2004","2004",2.78,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2005","2005",2.76,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2006","2006",2.69,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2007","2007",2.62,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2008","2008",2.53,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2009","2009",2.59,"B","Break"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2010","2010",2.5,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2011","2011",2.43,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2012","2012",2.37,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2013","2013",2.38,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2014","2014",2.41,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2015","2015",2.75,"B","Break"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2016","2016",2.79,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","IRL","Ireland","2017","2017",2.77,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2000","2000",4.22,"B","Break"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2001","2001",4.11,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2002","2002",3.92,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2003","2003",3.67,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2004","2004",3.49,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2005","2005",3.48,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2006","2006",3.41,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2007","2007",3.29,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2008","2008",3.18,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2009","2009",3.08,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2010","2010",3.03,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2011","2011",2.93,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2012","2012",2.84,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2013","2013",2.75,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2014","2014",2.65,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2015","2015",2.64,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2016","2016",2.62,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2017","2017",2.62,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2000","2000",9.78,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2001","2001",9.45,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2002","2002",9.08,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2003","2003",8.61,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2004","2004",8.49,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2005","2005",8.3,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2006","2006",8.31,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2007","2007",8.29,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2008","2008",8.2,,
