"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2004","2004",15.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2005","2005",15.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2006","2006",16.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2007","2007",16.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2008","2008",17.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2009","2009",17.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2010","2010",17.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2011","2011",17.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2012","2012",17.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2013","2013",18,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2014","2014",18.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2015","2015",18.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2016","2016",18.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2017","2017",18.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUT","Austria","2018","2018",18.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2000","2000",16.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2001","2001",16.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2002","2002",16.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2003","2003",17,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2004","2004",17.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2005","2005",17.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2006","2006",17.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2007","2007",17,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2008","2008",17,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2009","2009",17,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2010","2010",17.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2011","2011",17.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2012","2012",17.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2013","2013",17.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2014","2014",17.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2015","2015",18,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2016","2016",18.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2017","2017",18.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","BEL","Belgium","2018","2018",18.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2000","2000",12.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2001","2001",12.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2002","2002",12.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2003","2003",12.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2004","2004",12.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2005","2005",13,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2006","2006",13.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2007","2007",13.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2008","2008",13.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2009","2009",13.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2010","2010",14.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2011","2011",14.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2012","2012",14.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2013","2013",15.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2014","2014",15.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2015","2015",16.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2016","2016",16.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2017","2017",16.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CAN","Canada","2018","2018",17.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2000","2000",13.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2001","2001",13.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2002","2002",13.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2003","2003",13.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2004","2004",14,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2005","2005",14,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2006","2006",14.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2007","2007",14.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2008","2008",14.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2009","2009",14.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2010","2010",15.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2011","2011",15.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2012","2012",16.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2013","2013",16.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2014","2014",17.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2015","2015",17.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2016","2016",18.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2017","2017",18.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","CZE","Czech Republic","2018","2018",19.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2000","2000",14.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2001","2001",14.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2002","2002",14.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2003","2003",14.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2004","2004",14.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2005","2005",15,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2006","2006",15.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2007","2007",15.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2008","2008",15.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2009","2009",15.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",16.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2011","2011",16.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2012","2012",17.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",17.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",18.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2015","2015",18.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2016","2016",18.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",19,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DNK","Denmark","2018","2018",19.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2000","2000",14.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2001","2001",15,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2002","2002",15.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2003","2003",15.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2004","2004",15.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2005","2005",15.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2006","2006",16,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2007","2007",16.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2008","2008",16.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2009","2009",16.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2010","2010",17,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2011","2011",17.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2012","2012",18.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2013","2013",18.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2014","2014",19.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2015","2015",19.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2016","2016",20.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2017","2017",20.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FIN","Finland","2018","2018",21.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2000","2000",16.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2001","2001",16.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2002","2002",16.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2003","2003",16.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2004","2004",16.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2005","2005",16.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2006","2006",16.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2007","2007",16.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2008","2008",16.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2009","2009",17,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2010","2010",17.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2011","2011",17.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2012","2012",17.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2013","2013",17.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2014","2014",17.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2015","2015",18.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2016","2016",18.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2017","2017",19.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","FRA","France","2018","2018",19.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2000","2000",16.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2001","2001",16.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2002","2002",17.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2003","2003",17.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2004","2004",18,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2005","2005",18.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2006","2006",19.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2007","2007",19.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2008","2008",20.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2009","2009",20.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2010","2010",20.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2011","2011",20.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2012","2012",20.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2013","2013",20.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2014","2014",20.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2015","2015",20.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2016","2016",21,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2017","2017",21.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","DEU","Germany","2018","2018",21.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2000","2000",17.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2001","2001",17.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2002","2002",17.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2003","2003",17.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2004","2004",18,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2005","2005",18.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2006","2006",18.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2007","2007",18.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2008","2008",18.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2009","2009",18.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2010","2010",19,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2011","2011",19.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2012","2012",19.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2013","2013",20.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2014","2014",20.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2015","2015",21,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2016","2016",21.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2017","2017",21.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","GRC","Greece","2018","2018",21.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2000","2000",15,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2001","2001",15.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2002","2002",15.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2003","2003",15.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2004","2004",15.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2005","2005",15.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2006","2006",15.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2007","2007",16,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2008","2008",16.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2009","2009",16.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2010","2010",16.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2011","2011",16.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2012","2012",16.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2013","2013",17.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",17.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2015","2015",17.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2016","2016",18.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2017","2017",18.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","HUN","Hungary","2018","2018",18.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2000","2000",11.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2001","2001",11.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2002","2002",11.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2003","2003",11.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2004","2004",11.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2005","2005",11.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2006","2006",11.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2007","2007",11.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2008","2008",11.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2009","2009",11.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2010","2010",12,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2011","2011",12.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2012","2012",12.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2013","2013",12.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2014","2014",13.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2015","2015",13.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2016","2016",13.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2017","2017",13.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ISL","Iceland","2018","2018",14.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2000","2000",11.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2001","2001",11.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2002","2002",11,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2003","2003",11,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2004","2004",11,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2005","2005",11,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2006","2006",10.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2007","2007",10.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2008","2008",10.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2009","2009",10.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",11.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",11.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",11.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",12.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",12.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",12.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",13.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",13.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",13.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ITA","Italy","2000","2000",18.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ITA","Italy","2001","2001",18.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ITA","Italy","2002","2002",18.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ITA","Italy","2003","2003",18.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ITA","Italy","2004","2004",19.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ITA","Italy","2005","2005",19.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ITA","Italy","2006","2006",19.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ITA","Italy","2007","2007",20,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","ITA","Italy","2008","2008",20.1,,
